,Name,Reviews,Rating,Price,Distance (m),Latitude,Longitude,Address,Borough,Zipcode,Category
1646,Defontes,410,4.5,$$,691.303366391876,40.6789444357833,-74.0053691263199,379 Columbia St,Brooklyn,11231,restaurant
1647,Brooklyn Ice House,242,4.5,$,363.8811064776234,40.67924397549146,-74.01100745111071,318 Van Brunt St,Brooklyn,11231,restaurant
1648,Brooklyn Crab,1130,3.0,$$$,339.499097476335,40.6752649,-74.016568,24 Reed St,Brooklyn,11231,restaurant
1649,Grindhaus,110,4.5,$$,376.6860483063432,40.67919,-74.01055,275 Van Brunt St,Brooklyn,11231,restaurant
1650,Red Hook Tavern,120,4.0,$$$,188.0710346303687,40.67788,-74.01209,329 Van Brunt St,Brooklyn,11231,restaurant
1651,Somtum Der Redhook,71,4.5,,110.2016609823974,40.67707,-74.01343,380 Van Brunt St,New York,11231,restaurant
1652,The Black Flamingo,68,4.5,$,360.6598494921472,40.6790846825271,-74.0106727985259,281 Van Brunt St,Brooklyn,11231,restaurant
1653,Court Street Grocers Hero Shop,52,4.5,$$,261.048166031938,40.6785889,-74.0129471,116 Sullivan St,Brooklyn,11231,restaurant
1654,Red Hook Food Vendors,196,4.0,$,944.6919767509056,40.671844714382,-74.0031832507873,155 Bay St,Brooklyn,11232,restaurant
1655,Petite Crevette,338,4.0,$$,1260.2961584462569,40.68396014724072,-74.00180035145536,144 Union St,Brooklyn,11231,restaurant
1656,Mazzat,230,4.5,$$,1274.7392213609849,40.68495,-74.00289,208 Columbia St,Brooklyn,11231,restaurant
1657,Hoek Pizza,76,4.0,,394.4947168048524,40.6779064,-74.0169529,117 Ferris St,Brooklyn,11231,restaurant
1658,Mark's Red Hook Pizza,75,4.0,$,310.9915586763439,40.6788288,-74.0113214,326 Van Brunt St,Brooklyn,11231,restaurant
1659,Ferdinando's Focacceria,213,4.0,$$,1273.0257253685204,40.68418116575449,-74.0018677711487,151 Union St,Brooklyn,11231,restaurant
1660,San Pedro Inn,41,4.0,$$,346.97918404105883,40.67908,-74.01106,320 Van Brunt St,Brooklyn,11231,restaurant
1661,House of Pizza & Calzones,170,4.0,$,1232.9232898673251,40.683944,-74.00225,132 Union St,Brooklyn,11231,restaurant
1662,Cafe Spaghetti,51,4.5,,1230.1492179437578,40.68412,-74.0024,126 Union St,Brooklyn,11231,restaurant
1663,IKEA,184,3.0,$,514.0986857883895,40.67173975,-74.01143758,1 Beard St,Brooklyn,11231,restaurant
1664,Calexico - Union Street,273,3.5,$$,1230.3355039178437,40.684151,-74.0025404,122 Union St,Brooklyn,11231,restaurant
1665,Lum Dee Thai Cuisine,41,4.5,,1244.9146751936132,40.68471,-74.00301,218 Columbia St,Brooklyn,11231,restaurant
1666,Jalopy Tavern,40,4.0,$$,904.4208316785044,40.6812946,-74.00434247508282,317 Columbia St,Brooklyn,11231,restaurant
1667,Buttermilk Channel,2012,4.0,$$,447.81195365253296,40.675919,-73.999059,524 Court St,Brooklyn,11231,restaurant
1668,Lucali,1900,4.0,$$,1010.1443830615094,40.68184074671122,-74.0003327,575 Henry St,Brooklyn,11231,restaurant
1669,El Mate,345,4.5,$$,444.0819946855596,40.6749782203506,-73.9995224876405,550 Court St,Brooklyn,11231,restaurant
1670,Baba's Pierogies,460,4.5,$$,763.0755903221174,40.67687,-73.98633,295 3rd Ave,Brooklyn,11215,restaurant
1671,Chela Park Slope,626,4.5,$$,844.7866092858566,40.67032,-73.98569,408 5th Ave,Brooklyn,11215,restaurant
1672,Ugly Baby,401,4.0,$$$,461.7387105824134,40.67795,-73.9961,407 Smith St,Brooklyn,11231,restaurant
1673,Frankies 457 Spuntino,878,4.0,$$$,480.9812480934861,40.677328,-73.997972,457 Court St,Brooklyn,11231,restaurant
1674,Santo Bruklin,229,4.5,$$,453.49515526978274,40.67509,-73.99956,548 Court St,Brooklyn,11231,restaurant
1675,Court Street Grocers,327,4.0,$$,442.92607712721576,40.676244,-73.998717,485 Court St,Brooklyn,11231,restaurant
1676,Kick Axe Throwing,512,4.5,,1113.2939834826864,40.6790268,-73.983077,622 Degraw St,Brooklyn,11217,restaurant
1677,Surfish Bistro,409,4.0,$$,585.8427648249118,40.6687008,-73.9936051,550 3rd Ave,Brooklyn,11215,restaurant
1678,My Cuban Spot,269,4.5,$$,773.3183515952747,40.6769086333056,-73.9861538242469,488 Carroll St,Brooklyn,11215,restaurant
1679,Dinosaur Bar-B-Que,1816,3.5,$$,965.8225384534138,40.67762,-73.98407231164373,604 Union St,Brooklyn,11215,restaurant
1680,Boran,242,4.5,$$,567.4802074017707,40.6782327,-73.998062,462 Court St,Brooklyn,11231,restaurant
1681,Table 87 - Gowanus,410,4.0,$$,447.57750953529006,40.670664,-73.991371,473 3rd Ave,Brooklyn,11215,restaurant
1682,Peppino's Brick Oven Pizza & Restaurant,487,4.5,$$,896.5262679055654,40.668221,-73.986936,469 5th Ave,Brooklyn,11215,restaurant
1683,Stone Park Cafe,981,4.0,$$,941.5163032674913,40.67297,-73.98332,324 5th Ave,Brooklyn,11215,restaurant
1684,Fragole Ristorante,409,4.5,$$,797.8571383044792,40.68087,-73.99688,394 Court St,Brooklyn,11231,restaurant
1685,Pig Beach BBQ - Brooklyn,730,4.0,$$,782.3952968089106,40.6792941479875,-73.9880264255794,480 Union St,Brooklyn,11231,restaurant
1686,Za-Ya Ramen,183,4.5,$$,439.3342247482289,40.6741699,-73.99968,545 Court St,Brooklyn,11231,restaurant
1687,Pizza Moto,225,4.5,$$,541.7573059697015,40.6746224,-74.0007999,338 Hamilton Ave,Brooklyn,11231,restaurant
1688,Bagel Pub,515,4.0,$,792.5943837938789,40.6696865704743,-73.9868907811782,287 9th St,Brooklyn,11215,restaurant
1689,Avlee Greek Kitchen,292,4.5,$$,665.9547134231104,40.679911,-73.994879,349 Smith St,Brooklyn,11231,restaurant
1690,Defontes,410,4.5,$$,1077.0655915737975,40.6789444357833,-74.0053691263199,379 Columbia St,Brooklyn,11231,restaurant
1691,L'albero Dei Gelati,288,4.5,$$,936.2374480548884,40.671932,-73.9836569,341 5th Ave,Brooklyn,11215,restaurant
1692,Olea,971,4.0,$$,206.13411545437975,40.6877844,-73.9706046,171 Lafayette Ave,Brooklyn,11238,restaurant
1693,Imani,777,4.0,$$,196.38918317676135,40.689413,-73.970866,271 Adelphi St,Brooklyn,11205,restaurant
1694,Miss Ada,398,4.5,$$$,110.312106846919,40.689436,-73.9723809,184 Dekalb Ave,Brooklyn,11205,restaurant
1695,Habana Outpost,1038,4.0,$$,255.3059993076828,40.686448,-73.974163,757 Fulton St,Brooklyn,11217,restaurant
1696,Walter's,603,4.0,$$,97.03681382298154,40.6894111633301,-73.973258972168,166 DeKalb Ave,Brooklyn,11217,restaurant
1697,Thai Holic,526,4.5,$$,513.6145945669721,40.693005,-73.971286,372 Myrtle Ave,Brooklyn,11205,restaurant
1698,Evelina,296,4.5,$$$,209.207236292126,40.689722,-73.971003,211 Dekalb Ave,Brooklyn,11205,restaurant
1699,5ive Spice,876,4.5,$$,868.5177062638795,40.681442,-73.977241,52 5th Ave,Brooklyn,11217,restaurant
1700,Soco,2321,4.0,$$,915.7688638904816,40.69373969999933,-73.96449631779052,509 Myrtle Ave,Brooklyn,11205,restaurant
1701,1 OR 8,426,4.0,$$$,250.69393229923128,40.6896859,-73.9703551,229 Dekalb Ave,Brooklyn,11205,restaurant
1702,Junior's Restaurant,1892,3.5,$$,777.4073457719811,40.690151,-73.981874,386 Flatbush Ave Ext,Brooklyn,11201,restaurant
1703,Dekalb Market Hall,717,4.0,$$,920.2170020426614,40.691025,-73.983311,445 Albee Square W,Brooklyn,11201,restaurant
1704,Emily,891,4.0,$$,780.6322419031327,40.68351,-73.96643,919 Fulton St,Brooklyn,11238,restaurant
1705,Patsy's Pizzeria,604,4.5,$$,795.687227323069,40.6818695,-73.976181,450 Dean St,Brooklyn,11217,restaurant
1706,Eight Turn Crêpe,590,4.0,$$,891.0109167776512,40.6912509,-73.9832589,445 Albee Square W,Brooklyn,11201,restaurant
1707,Miriam,1155,4.0,$$,1015.0796533961238,40.6801719843659,-73.9777555239717,79 5th Ave,Brooklyn,11217,restaurant
1708,Chuko,1101,4.0,$$,976.0005750384962,40.680784,-73.967455,565 Vanderbilt Ave,Brooklyn,11238,restaurant
1709,SkyIce Thai Food & Ice Cream,778,4.0,$$,951.5431854039884,40.6806411743164,-73.9772872924805,63 5th Ave,Brooklyn,11217,restaurant
1710,Graziella's,486,4.0,$$,353.8944077397676,40.6904563903809,-73.9696273803711,232 Vanderbilt Ave,Brooklyn,11205,restaurant
1711,Black Iris,338,4.0,$$,139.1271949420781,40.687318869309735,-73.9724778,120 Lafayette Ave,Brooklyn,11205,restaurant
1712,BAM Rose Cinemas,256,4.0,$$,459.077761790728,40.686463,-73.977698,30 Lafayette Ave,Brooklyn,11217,restaurant
1713,Luigi's Pizzeria,279,4.5,$,648.6978786063901,40.6897,-73.965369,326 Dekalb Ave,Brooklyn,11205,restaurant
1714,Colonia Verde,221,4.0,$$,225.02356580466235,40.6897354125977,-73.970703125,219 Dekalb Ave,Brooklyn,11205,restaurant
1715,Aita,315,4.0,$$$,574.3248981779383,40.686412,-73.966629,132 Greene Ave,Brooklyn,11238,restaurant
1716,Claw Daddy's,608,4.0,$$,703.9548977491266,40.68561,-73.98035,31 3rd Ave,Brooklyn,11217,restaurant
1717,Bogota Latin Bistro,2447,4.0,$$,669.859109922292,40.678165,-73.978976,141 5th Ave,Brooklyn,11217,restaurant
1718,Scottadito Osteria Toscana,1038,4.0,$$$,263.0420714278409,40.6746627,-73.9766125,788A Union St,Brooklyn,11215,restaurant
1719,Miti Miti,1475,4.0,$$,726.9878466677247,40.6786672454389,-73.9791200818081,138 5th Ave,Brooklyn,11217,restaurant
1720,Chela Park Slope,626,4.5,$$,757.4981718796303,40.67032,-73.98569,408 5th Ave,Brooklyn,11215,restaurant
1721,Negril BK,783,4.0,$$,493.6689914972871,40.67501,-73.98163,256 5th Ave,Brooklyn,11215,restaurant
1722,Al Di La Trattoria,945,4.0,$$$,493.03478532301926,40.675332643247,-73.981340475038,248 5th Ave,Brooklyn,11215,restaurant
1723,Sushi Katsuei,501,4.0,$$$,220.79793489313997,40.6707147,-73.9785903,210 7th Ave,Brooklyn,11215,restaurant
1724,Stone Park Cafe,981,4.0,$$,536.1097347867118,40.67297,-73.98332,324 5th Ave,Brooklyn,11215,restaurant
1725,Oita NYC,331,4.5,$$,304.5946465450954,40.675012,-73.976204,833 Union St,Brooklyn,11215,restaurant
1726,Sushi Lin,314,4.5,$$$,712.5924662399165,40.677786,-73.972591,335 Flatbush Ave,Brooklyn,11217,restaurant
1727,Da Nonna Rosa,421,4.0,$$,68.05080855284835,40.67291,-73.97697,140 7th Ave,Brooklyn,11215,restaurant
1728,Kick Axe Throwing,512,4.5,,902.4305452285396,40.6790268,-73.983077,622 Degraw St,Brooklyn,11217,restaurant
1729,Ramen Danbo,436,4.5,$$,473.31067896064087,40.6761199579391,-73.9745199680328,52 7th Ave,Brooklyn,11217,restaurant
1730,Baba's Pierogies,460,4.5,$$,923.0976045500676,40.67687,-73.98633,295 3rd Ave,Brooklyn,11215,restaurant
1731,Song,1119,3.5,$$,467.5044178189342,40.6735,-73.9825199,295 5th Ave,Brooklyn,11215,restaurant
1732,Yamato,286,4.0,$$,60.87187634820219,40.67192,-73.97758,168 7th Ave,Brooklyn,11215,restaurant
1733,Blueprint,365,4.5,$$,582.9118397919742,40.6769,-73.980411,196 5th Ave,Brooklyn,11217,restaurant
1734,Miriam,1155,4.0,$$,875.0650123337231,40.6801719843659,-73.9777555239717,79 5th Ave,Brooklyn,11217,restaurant
1735,Dinosaur Bar-B-Que,1816,3.5,$$,835.4183189551046,40.67762,-73.98407231164373,604 Union St,Brooklyn,11215,restaurant
1736,Brooklyn Burgers & Beer,424,4.0,$$,453.3545241601432,40.6743507,-73.9815826,259 5th Ave,Brooklyn,11215,restaurant
1737,L'albero Dei Gelati,288,4.5,$$,558.8455236973032,40.671932,-73.9836569,341 5th Ave,Brooklyn,11215,restaurant
1738,Tava Turkish Mediterranean,247,4.5,$$,534.7039164445347,40.673165,-73.983292,318 5th Ave,Brooklyn,11215,restaurant
1739,Bonnie's Grill,755,4.0,,501.48011740626725,40.67431,-73.98221,278 5th Ave,Brooklyn,11215,restaurant
1740,Bricolage,634,4.0,$$$,661.5886765358573,40.67792,-73.97975,162 5th Ave,Brooklyn,11217,restaurant
1741,Sweet Chick,821,4.0,$$,700.9667175349282,40.67763,-73.97255,341 Flatbush Ave,Brooklyn,11217,restaurant
1742,Cachapas Brooklyn,149,4.5,$,1335.4103856034694,40.67333,-73.88706,2311 Pitkin Ave,Brooklyn,11207,restaurant
1743,Angela's Pizzeria,51,4.5,$,685.7314224676439,40.68475,-73.869028,3435 Fulton St,Brooklyn,11208,restaurant
1744,Aztec Soul,88,3.5,$,408.900713469624,40.68141578367,-73.8719404061003,3372 Atlantic Ave,Brooklyn,11208,restaurant
1745,Mike's Pizzeria,62,3.5,$,370.55963744073006,40.68378,-73.87254,3337 Fulton St,Brooklyn,11208,restaurant
1746,Rico Pollo,103,3.5,$$,423.54105655844,40.68352,-73.87184,3352 Fulton St,Brooklyn,11208,restaurant
1747,El Rey II Restaurant,137,3.5,$$,739.6537049863232,40.67808,-73.86987,1064 Liberty Ave,Brooklyn,11208,restaurant
1748,Caterina Pizza,43,4.0,$,552.0369264709999,40.68071,-73.88279,3035 Fulton St,Brooklyn,11208,restaurant
1749,Toribio Restaurant,24,4.0,$,131.43231113038848,40.6820753313912,-73.8781180232763,3169 Fulton St,Brooklyn,11208,restaurant
1750,Roti On the Run,48,3.5,$,217.13841621899005,40.681537,-73.878936,3140 Fulton St,Brooklyn,11208,restaurant
1751,Chef Quang Guyanese Chinese Express,57,3.5,$,393.2849934271358,40.681229,-73.872071,3360 Atlantic Ave,Brooklyn,11208,restaurant
1752,Tonys Pizzeria,15,4.5,$,197.0247584895233,40.68198,-73.87888,3145 Fulton St,Brooklyn,11208,restaurant
1753,El Pulgarcito De America Corporation,30,3.5,$,246.4899152388667,40.681905,-73.879468,3133 Fulton St,Brooklyn,11208,restaurant
1754,Joe's Pizzeria,31,4.0,$,838.0358670081807,40.67868,-73.86793,1121 Liberty Ave,Brooklyn,11208,restaurant
1755,La Comadre,30,4.5,$,1339.1351222451783,40.691377,-73.866042,75-10 Jamaica Ave,Woodhaven,11421,restaurant
1756,Tavares Restaurant,56,3.0,$,832.4655290803403,40.67941,-73.88562,234 Cleveland St,Brooklyn,11208,restaurant
1757,Scorch Bar And Grill,7,4.5,,192.9128160816287,40.68169,-73.87868,3148 Fulton St,Brooklyn,11208,restaurant
1758,Gustoso Restaurant,26,3.5,,340.4000476944446,40.6836163393712,-73.8729165494442,3325 Fulton St,Brooklyn,11208,restaurant
1759,El Gran Mar De Plata Restaurant,58,2.5,$$,90.69428173813289,40.6822299,-73.87763,3175 Fulton St,Brooklyn,11208,restaurant
1760,Brooklyn Halal Grill,39,3.5,$,937.3302793613784,40.67865,-73.8668,1148 Liberty Ave,Brooklyn,11208,restaurant
1761,Tacosssssss,11,4.5,$,576.86578094492,40.68463,-73.86873,33-98 Fulton St,Brooklyn,11208,restaurant
1762,Lee Good Taste,17,4.0,$,858.9941730603875,40.6751870148044,-73.8729380071163,2686 Pitkin Ave,Brooklyn,11208,restaurant
1763,El Nuevo Azteca Maya,9,4.5,$,278.8687963705229,40.68479865577315,-73.87569008661886,351 Ridgewood Ave,Brooklyn,11208,restaurant
1764,Carro Cafe,67,3.0,$$,820.7838794857801,40.68485173872895,-73.86743876672628,3472 Fulton St,Brooklyn,11208,restaurant
1765,Mariachi Taco,28,3.5,$,666.4316340007911,40.6843999,-73.8691599,3428 Fulton St,Brooklyn,11208,restaurant
1766,NYC Famous Chicken,17,3.5,$,469.89222702328107,40.683985,-73.871455,3367 Fulton St,Brooklyn,11208,restaurant
1767,Cachapas Brooklyn,149,4.5,$,662.0487829173826,40.67333,-73.88706,2311 Pitkin Ave,Brooklyn,11207,restaurant
1768,Santo Domingo Restaurant,51,4.0,$,283.51846118725393,40.66775,-73.87888,862 New Lots Ave,Brooklyn,11208,restaurant
1769,El Rey II Restaurant,137,3.5,$$,1292.629531623902,40.67808,-73.86987,1064 Liberty Ave,Brooklyn,11208,restaurant
1770,Festac Grill,31,4.0,$$,1011.8840497771236,40.6757317,-73.8899689,263 Hendrix St,Brooklyn,11207,restaurant
1771,Caterinas Pizzeria,17,4.0,,441.7292824434809,40.66653,-73.883445,907 Livonia Ave,Brooklyn,11207,restaurant
1772,Original Napoli's Pizza,49,3.5,$,995.3523187155532,40.673224,-73.869757,594 Crescent St,Brooklyn,11208,restaurant
1773,Lee Good Taste,17,4.0,$,877.8526135307355,40.6751870148044,-73.8729380071163,2686 Pitkin Ave,Brooklyn,11208,restaurant
1774,La Lechonera,7,4.5,$,480.5359328863915,40.6660919,-73.8836746,747 New Lots Ave,East New York,11207,restaurant
1775,New Wah On Restaurant,12,3.5,$,191.3413762932124,40.671097,-73.882299,986 Sutter Ave,Brooklyn,11208,restaurant
1776,La Bona Pizza & Pasta,17,3.5,,446.2322130233634,40.67361,-73.88281,2426 Pitkin Ave,Brooklyn,11208,restaurant
1777,Rico Chimi Brooklyn,49,3.0,$$,961.3822009580308,40.677570583568,-73.8860231637955,2928 Atlantic Ave,Brooklyn,11207,restaurant
1778,Ms Spudz,6,5.0,,841.3431575408049,40.66853095551063,-73.8708939180217,,BROOKLYN,11208,restaurant
1779,China Doll,17,3.5,,919.7197346584362,40.66714,-73.870506,2526 Linden Blvd,East New York,11208,restaurant
1780,Loma Restaurant,10,3.5,$,440.812532989884,40.6661160826682,-73.8821444896113,754 New Lots Ave,East New York,11207,restaurant
1781,Marthitas Kitchen,6,4.0,,444.1126527420414,40.66626,-73.88267,754 New Lots Ave,Brooklyn,11207,restaurant
1782,International Coffee Shop,20,3.5,$$,1121.2293904405378,40.66178,-73.87346,556 Wortman Ave,Brooklyn,11208,restaurant
1783,Golden China,6,3.5,$,194.7642228596395,40.6715889,-73.8814392,1013 Sutter Ave,East New York,11208,restaurant
1784,Dave's,24,3.0,$,960.6359950301958,40.673171,-73.870111,507 Pine St,Brooklyn,11208,restaurant
1785,Grace Delicious Kitchen,14,3.0,$$,900.3168415985725,40.6755,-73.87293,2687 Pitkin Ave,Brooklyn,11208,restaurant
1786,El Ambiente,52,2.0,,1146.8457868463822,40.67874,-73.8877,2896 Fulton St,Brooklyn,11207,restaurant
1787,Dumont Deli &Grocery,2,4.0,$,182.99336448382925,40.66835,-73.88143,690 Linwood St,Brooklyn,11208,restaurant
1788,La Cuesta Restaurant,3,4.5,$$,902.4973777922204,40.6755330432619,-73.8884354845963,582 Liberty Ave,Brooklyn,11207,restaurant
1789,Subway,5,4.0,$,1192.5265507735626,40.6767281876656,-73.869766653178,530 Conduit Blvd,Brooklyn,11208,restaurant
1790,La Flor Del Canairo II,6,3.0,,871.388244934581,40.67298,-73.89023,2225 Pitkin Ave,Brooklyn,11207,restaurant
1791,Kennedy Fried Chicken,15,3.0,$,1293.2132116523644,40.6779670715332,-73.8917770385742,2788 Fulton St,New York,11207,restaurant
1792,Pizza Studio,82,4.0,$,934.486106955898,40.653457,-73.87144,528 Gateway Dr,East New York,11239,restaurant
1793,Outback Steakhouse,375,3.0,$$,669.1563132877852,40.6497334121541,-73.8719587056161,355 Gateway Dr,Brooklyn,11239,restaurant
1794,Smashburger,236,3.0,$$,715.9599368338907,40.65172,-73.87286,528 Gateway Dr,Brooklyn,11239,restaurant
1795,ShopRite of Gateway Center,90,4.0,$$,1103.1792641362522,40.6543818,-73.8698388,590 Gateway Dr,Brooklyn,11239,restaurant
1796,IHOP,135,3.5,$$,953.76944345893,40.65022,-73.89013,11000 Flatlands Ave,Brooklyn,11207,restaurant
1797,Red Lobster,414,2.5,$$,882.9062163471517,40.6508827726742,-73.8698472392521,455 Gateway Dr,Brooklyn,11239,restaurant
1798,Armandos Pizza,43,3.5,$,360.27973891756784,40.646676,-73.883467,1366 Pennsylvania Ave,Brooklyn,11239,restaurant
1799,Olive Garden Italian Restaurant,297,2.5,$$,953.5029758763696,40.65149719236957,-73.8693095656414,505 Gateway Dr,Brooklyn,11239,restaurant
1800,Fusion East,264,2.5,$$,1058.7895861993431,40.6558935,-73.8734445,1179 Elton St,Brooklyn,11239,restaurant
1801,Panera Bread,110,2.5,$$,928.5803848167784,40.65342166254219,-73.8714923617632,528 Gateway Dr,Brooklyn,11239,restaurant
1802,Applebee's Grill + Bar,371,1.5,$$,876.891518078743,40.6539397067806,-73.8732072527008,448 Gateway Dr,Brooklyn,11239,restaurant
1803,Buffalo Wild Wings,366,2.0,$$,1272.0525421620762,40.6552718773655,-73.8681976155914,632 Gateway Dr,Brooklyn,11239,restaurant
1804,Sarku Japan,41,3.0,$,953.173245129552,40.650745,-73.889875,11114 Flatlands Ave,Brooklyn,11207,restaurant
1805,Dave & Buster's,19,3.5,,808.9081375401602,40.650642,-73.87066670000002,395 Gateway Dr,Brooklyn,11239,restaurant
1806,Chen's Garden,10,4.0,$,859.2896548021903,40.6500633,-73.8909008,11046 Flatlands Ave,Brooklyn,11207,restaurant
1807,What's A Bagel,12,4.0,$$,955.9452484613035,40.6501937,-73.8907605,11112 Flatlands Ave,Brooklyn,11207,restaurant
1808,Boston Market,33,2.0,$$,270.81161166853485,40.64725,-73.8825483625826,1340 Pennsylvania Ave,Brooklyn,11239,restaurant
1809,Golden Krust Caribbean Restaurant,22,2.5,$,347.6595885382721,40.646741,-73.883336,1364 Pennsylvania Ave,Brooklyn,11239,restaurant
1810,White Castle,26,3.0,$$,1225.2697764290774,40.655849,-73.888983,900 Pennsylvania Ave,Brooklyn,11207,restaurant
1811,Hot Bagels,7,4.0,$,937.488411608302,40.6503922494103,-73.8898497815453,11124 Flatlands Ave,Brooklyn,11207,restaurant
1812,Panda Kitchen,14,3.0,$,1093.0351584621606,40.6551068,-73.887741,943 Pennsylvania Ave,Brooklyn,11207,restaurant
1813,China Star,17,2.0,$,363.12915321047217,40.64669219122585,-73.88350834348752,1370 Pennsylvania Ave,Brooklyn,11239,restaurant
1814,Dave & Busters,19,2.5,,809.9838175497264,40.6506649825024,-73.87066670000002,395 Gateway Dr,Brooklyn,11239,restaurant
1815,Domino's Pizza,84,1.0,$,956.9448106615436,40.654112,-73.886769,1111 Pennsylvania Ave,Brooklyn,11207,restaurant
1816,Juicy King Crab Express,15,2.5,,942.9874171384656,40.653999,-73.886696,1111 Granville Payne Ave,Brooklyn,11207,restaurant
1817,Original Pizza,136,4.0,$,549.1295080949266,40.63781,-73.8963799,9514 Ave L,Brooklyn,11236,restaurant
1818,De Islands,92,4.0,$$,831.849754793688,40.63673279894276,-73.91182992361497,8203 Flatlands Ave,Brooklyn,11236,restaurant
1819,Chloe's Restaurant & Lounge,204,2.5,$$,461.8087448129822,40.63756647179754,-73.89729772659898,9413 Ave L,Brooklyn,11236,restaurant
1820,TriniJam BK,37,4.0,,803.1684254390516,40.64278384907264,-73.90239126686475,9501 Flatlands Ave,Brooklyn,11236,restaurant
1821,La Baguette Shop,25,4.0,$,723.1360286684451,40.6371227,-73.8937725,1836 Rockaway Pkwy,New York,11236,restaurant
1822,Bamboo Garden,53,3.0,$$,516.6521638660003,40.6378823,-73.8967535,9505 Avenue L,Brooklyn,11236,restaurant
1823,La Tranquilite L'Impressioniste Restaurant,38,3.0,$,191.44370460871977,40.63567810464923,-73.8998288835007,9128 Ave L,Brooklyn,11236,restaurant
1824,Sally's Fish & Things,29,3.5,$$,594.9523596680494,40.6399768260943,-73.906080672855,8922 Flatlands Ave,Canarsie,11236,restaurant
1825,Spread Love & Eat,6,5.0,,625.9072408768603,40.64082,-73.90477,9110 Flatlands Ave,New York,11236,restaurant
1826,Go Express Deli,8,4.5,$,769.1488828565648,40.63727,-73.91087,8311 Flatlands Ave,Brooklyn,11236,restaurant
